0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2022-02-02 15:15:50.899458-03:00,0,2081,0,0,2679,0,1104,0,0,0,0,0,2885,0,0,2386,0,0,2128,0,0,1360,0,0
2022-02-02 15:15:50.899458-03:00,0,2085,0,0,2709,0,1042,0,0,0,0,0,2871,0,0,2411,0,0,2143,0,0,1385,0,0
2022-02-02 15:15:50.899458-03:00,0,2103,0,0,2732,0,1096,0,0,0,0,0,2880,0,0,2421,0,0,2176,0,0,1428,0,0
2022-02-02 15:15:50.899458-03:00,0,2112,0,0,2758,0,1350,0,0,0,0,0,2887,0,0,2428,0,0,2224,0,0,1459,0,0
2022-02-02 15:15:50.899458-03:00,0,2131,0,0,2783,0,1233,0,0,0,0,0,2904,0,0,2462,0,0,2259,0,0,1546,0,0
2022-02-02 15:15:50.899458-03:00,0,2160,0,0,2808,0,1338,0,0,0,0,0,2905,0,0,2488,0,0,2287,0,0,1568,0,0
2022-02-02 15:15:50.899458-03:00,0,2179,0,0,2813,0,1418,0,0,0,0,0,2918,0,0,2512,0,0,2335,0,0,1585,0,0
2022-02-02 15:15:50.899458-03:00,0,2192,0,0,2832,0,1506,0,0,0,0,0,2930,0,0,2555,0,0,2359,0,0,1621,0,0
2022-02-02 15:15:51.922123-03:00,0,2218,0,0,2838,0,1552,0,0,0,0,0,2933,0,0,2555,0,0,2373,0,0,1650,0,0
2022-02-02 15:15:51.922123-03:00,0,2229,0,0,2853,0,1600,0,0,0,0,0,2941,0,0,2593,0,0,2396,0,0,1698,0,0
2022-02-02 15:15:51.922123-03:00,0,2253,0,0,2894,0,1625,0,0,0,0,0,2955,0,0,2597,0,0,2406,0,0,1717,0,0
2022-02-02 15:15:51.922123-03:00,0,2247,0,0,2901,0,1639,0,0,0,0,0,2950,0,0,2602,0,0,2413,0,0,1733,0,0
2022-02-02 15:15:51.922123-03:00,0,2257,0,0,2903,0,1645,0,0,0,0,0,2950,0,0,2606,0,0,2414,0,0,1734,0,0
2022-02-02 15:15:51.922123-03:00,0,2259,0,0,2897,0,1646,0,0,0,0,0,2953,0,0,2607,0,0,2403,0,0,1726,0,0
2022-02-02 15:15:51.922123-03:00,0,2256,0,0,2918,0,1637,0,0,0,0,0,2955,0,0,2604,0,0,2397,0,0,1726,0,0
2022-02-02 15:15:51.922123-03:00,0,2249,0,0,2871,0,1610,0,0,0,0,0,2956,0,0,2608,0,0,2394,0,0,1717,0,0
2022-02-02 15:15:51.922123-03:00,0,2238,0,0,2849,0,1584,0,0,0,0,0,2930,0,0,2579,0,0,2384,0,0,1712,0,0
2022-02-02 15:15:51.922123-03:00,0,2239,0,0,2826,0,1554,0,0,0,0,0,2955,0,0,2559,0,0,2349,0,0,1701,0,0
2022-02-02 15:15:51.922123-03:00,0,2224,0,0,2800,0,1499,0,0,0,0,0,2950,0,0,2566,0,0,2327,0,0,1675,0,0
2022-02-02 15:15:51.922123-03:00,0,2222,0,0,2790,0,1465,0,0,0,0,0,2943,0,0,2546,0,0,2310,0,0,1680,0,0
2022-02-02 15:15:51.922123-03:00,0,2213,0,0,2783,0,1423,0,0,0,0,0,2933,0,0,2529,0,0,2285,0,0,1661,0,0
2022-02-02 15:15:51.922123-03:00,0,2209,0,0,2794,0,1369,0,0,0,0,0,2928,0,0,2527,0,0,2273,0,0,1679,0,0
2022-02-02 15:15:51.922123-03:00,0,2213,0,0,2782,0,1344,0,0,0,0,0,2926,0,0,2525,0,0,2267,0,0,1671,0,0
2022-02-02 15:15:51.922123-03:00,0,2217,0,0,2799,0,1326,0,0,0,0,0,2911,0,0,2525,0,0,2269,0,0,1705,0,0
2022-02-02 15:15:51.922123-03:00,0,2221,0,0,2787,0,1325,0,0,0,0,0,2909,0,0,2521,0,0,2274,0,0,1707,0,0
2022-02-02 15:15:51.922123-03:00,0,2230,0,0,2798,0,1331,0,0,0,0,0,2912,0,0,2528,0,0,2275,0,0,1696,0,0
2022-02-02 15:15:51.922123-03:00,0,2227,0,0,2800,0,1360,0,0,0,0,0,2905,0,0,2535,0,0,2290,0,0,1717,0,0
2022-02-02 15:15:51.922123-03:00,0,2240,0,0,2807,0,1392,0,0,0,0,0,2917,0,0,2546,0,0,2311,0,0,1740,0,0
2022-02-02 15:15:51.922123-03:00,0,2249,0,0,2815,0,1444,0,0,0,0,0,2922,0,0,2544,0,0,2320,0,0,1743,0,0
2022-02-02 15:15:51.922123-03:00,0,2255,0,0,2823,0,1473,0,0,0,0,0,2931,0,0,2559,0,0,2329,0,0,1762,0,0
2022-02-02 15:15:51.922123-03:00,0,2266,0,0,2831,0,1512,0,0,0,0,0,2935,0,0,2586,0,0,2353,0,0,1796,0,0
2022-02-02 15:15:51.922123-03:00,0,2288,0,0,2837,0,1535,0,0,0,0,0,2941,0,0,2602,0,0,2373,0,0,1808,0,0
2022-02-02 15:15:51.922123-03:00,0,2291,0,0,2847,0,1583,0,0,0,0,0,2950,0,0,2608,0,0,2383,0,0,1821,0,0
2022-02-02 15:15:51.922123-03:00,0,2303,0,0,2857,0,1590,0,0,0,0,0,2960,0,0,2608,0,0,2389,0,0,1833,0,0
2022-02-02 15:15:51.922123-03:00,0,2306,0,0,2851,0,1601,0,0,0,0,0,2959,0,0,2609,0,0,2397,0,0,1840,0,0
2022-02-02 15:15:51.922123-03:00,0,2311,0,0,2864,0,1618,0,0,0,0,0,2960,0,0,2624,0,0,2400,0,0,1840,0,0
2022-02-02 15:15:51.922123-03:00,0,2318,0,0,2864,0,1623,0,0,0,0,0,2963,0,0,2624,0,0,2380,0,0,1853,0,0
2022-02-02 15:15:51.922123-03:00,0,2320,0,0,2867,0,1616,0,0,0,0,0,2970,0,0,2625,0,0,2366,0,0,1849,0,0
2022-02-02 15:15:51.922123-03:00,0,2320,0,0,2870,0,1597,0,0,0,0,0,2967,0,0,2624,0,0,2352,0,0,1849,0,0
2022-02-02 15:15:51.922123-03:00,0,2322,0,0,2875,0,1552,0,0,0,0,0,2964,0,0,2624,0,0,2337,0,0,1856,0,0
2022-02-02 15:15:51.922123-03:00,0,2320,0,0,2876,0,1510,0,0,0,0,0,2954,0,0,2624,0,0,2319,0,0,1840,0,0
